Indicator,Group,State,Subgroup,Phase,Time Period,Time Period Label,Time Period Start Date,Time Period End Date,Value,Low CI,High CI,Confidence Interval,Quartile Range
"Did Not Get Needed Care, Last 4 Weeks",By State,New York,New York,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,30.8,27.4,34.5,27.4 - 34.5,30.0 - 31.7
"Did Not Get Needed Care, Last 4 Weeks",By State,North Carolina,North Carolina,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,28.9,25.4,32.6,25.4 - 32.6,20.6 - 29.9
"Did Not Get Needed Care, Last 4 Weeks",By State,North Dakota,North Dakota,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,20.6,16.7,24.8,16.7 - 24.8,20.6 - 29.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Ohio,Ohio,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,27.7,24.7,31.0,24.7 - 31.0,20.6 - 29.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,36.2,30.9,41.8,30.9 - 41.8,33.2 - 36.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Oregon,Oregon,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,34.3,30.8,38.0,30.8 - 38.0,33.2 - 36.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,29.9,26.8,33.2,26.8 - 33.2,20.6 - 29.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,30.5,25.4,36.0,25.4 - 36.0,30.0 - 31.7
"Did Not Get Needed Care, Last 4 Weeks",By State,South Carolina,South Carolina,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,35.0,29.6,40.6,29.6 - 40.6,33.2 - 36.4
"Did Not Get Needed Care, Last 4 Weeks",By State,South Dakota,South Dakota,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,32.3,26.7,38.3,26.7 - 38.3,31.8 - 33.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Tennessee,Tennessee,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,32.5,28.4,36.8,28.4 - 36.8,31.8 - 33.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Texas,Texas,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,32.4,29.0,35.8,29.0 - 35.8,31.8 - 33.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Utah,Utah,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,29.1,26.1,32.3,26.1 - 32.3,20.6 - 29.9
"Did Not Get Needed Care, Last 4 Weeks",By State,Vermont,Vermont,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,33.5,28.7,38.6,28.7 - 38.6,33.2 - 36.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Virginia,Virginia,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,35.1,31.5,38.8,31.5 - 38.8,33.2 - 36.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Washington,Washington,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,34.9,32.2,37.7,32.2 - 37.7,33.2 - 36.4
"Did Not Get Needed Care, Last 4 Weeks",By State,West Virginia,West Virginia,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,32.4,27.3,37.9,27.3 - 37.9,31.8 - 33.1
"Did Not Get Needed Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,33.2,29.6,37.0,29.6 - 37.0,33.2 - 36.4
"Did Not Get Needed Care, Last 4 Weeks",By State,Wyoming,Wyoming,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,30.0,24.8,35.6,24.8 - 35.6,30.0 - 31.7
"Delayed or Did Not Get Care, Last 4 Weeks",National Estimate,United States,United States,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,43.7,43.1,44.3,43.1 - 44.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,18 - 29 years,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,40.8,38.3,43.4,38.3 - 43.4,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,30 - 39 years,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,41.8,40.1,43.5,40.1 - 43.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,40 - 49 years,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,45.6,44.0,47.2,44.0 - 47.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,50 - 59 years,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,46.0,44.5,47.5,44.5 - 47.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,60 - 69 years,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,46.4,44.8,48.1,44.8 - 48.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,70 - 79 years,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,42.2,40.4,44.1,40.4 - 44.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Age,United States,80 years and above,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,35.6,30.7,40.8,30.7 - 40.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Sex,United States,Male,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,40.1,39.1,41.2,39.1 - 41.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Sex,United States,Female,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,47.1,46.1,48.1,46.1 - 48.1,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,41.3,39.0,43.6,39.0 - 43.6,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,44.6,44.0,45.3,44.0 - 45.3,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,42.5,40.3,44.8,40.3 - 44.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,37.8,34.5,41.2,34.5 - 41.2,
"Delayed or Did Not Get Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,49.2,45.6,52.8,45.6 - 52.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Less than a high school diploma,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,40.9,36.0,46.0,36.0 - 46.0,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,High school diploma or GED,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,39.4,38.0,40.8,38.0 - 40.8,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Some college/Associate's degree,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,44.7,43.6,45.9,43.6 - 45.9,
"Delayed or Did Not Get Care, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,47.6,46.7,48.5,46.7 - 48.5,
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alabama,Alabama,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,42.0,36.8,47.3,36.8 - 47.3,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Alaska,Alaska,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,46.8,42.8,50.8,42.8 - 50.8,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arizona,Arizona,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,42.3,38.9,45.7,38.9 - 45.7,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Arkansas,Arkansas,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,43.6,37.7,49.7,37.7 - 49.7,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,California,California,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,44.4,41.1,47.8,41.1 - 47.8,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Colorado,Colorado,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,46.0,42.6,49.5,42.6 - 49.5,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Connecticut,Connecticut,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,42.6,38.5,46.9,38.5 - 46.9,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Delaware,Delaware,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,41.4,36.2,46.8,36.2 - 46.8,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,47.0,41.3,52.7,41.3 - 52.7,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Florida,Florida,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,44.9,41.8,48.0,41.8 - 48.0,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Georgia,Georgia,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,45.9,42.0,49.7,42.0 - 49.7,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Hawaii,Hawaii,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,41.2,36.1,46.4,36.1 - 46.4,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Idaho,Idaho,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,38.8,34.7,43.0,34.7 - 43.0,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Illinois,Illinois,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,42.5,39.5,45.6,39.5 - 45.6,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Indiana,Indiana,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,39.4,35.1,43.9,35.1 - 43.9,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Iowa,Iowa,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,40.0,34.3,45.8,34.3 - 45.8,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kansas,Kansas,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,40.0,34.9,45.2,34.9 - 45.2,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Kentucky,Kentucky,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,42.9,37.8,48.1,37.8 - 48.1,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Louisiana,Louisiana,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,46.2,41.0,51.4,41.0 - 51.4,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maine,Maine,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,45.8,41.4,50.4,41.4 - 50.4,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Maryland,Maryland,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,49.2,45.0,53.4,45.0 - 53.4,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Massachusetts,Massachusetts,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,42.8,39.4,46.3,39.4 - 46.3,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Michigan,Michigan,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,44.6,41.3,48.0,41.3 - 48.0,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Minnesota,Minnesota,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,45.2,41.3,49.1,41.3 - 49.1,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Mississippi,Mississippi,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,39.6,34.9,44.6,34.9 - 44.6,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Missouri,Missouri,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,43.7,39.1,48.4,39.1 - 48.4,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Montana,Montana,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,46.0,40.4,51.7,40.4 - 51.7,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nebraska,Nebraska,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,38.5,33.5,43.7,33.5 - 43.7,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Nevada,Nevada,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,46.2,41.5,51.0,41.5 - 51.0,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Hampshire,New Hampshire,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,43.2,39.6,47.0,39.6 - 47.0,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Jersey,New Jersey,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,43.0,38.5,47.7,38.5 - 47.7,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New Mexico,New Mexico,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,44.1,38.8,49.6,38.8 - 49.6,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,New York,New York,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,45.2,41.6,48.8,41.6 - 48.8,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Carolina,North Carolina,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,40.1,36.5,43.7,36.5 - 43.7,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,North Dakota,North Dakota,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,33.2,28.6,38.0,28.6 - 38.0,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Ohio,Ohio,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,42.1,38.0,46.3,38.0 - 46.3,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oklahoma,Oklahoma,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,46.6,41.2,52.1,41.2 - 52.1,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Oregon,Oregon,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,47.4,43.3,51.4,43.3 - 51.4,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Pennsylvania,Pennsylvania,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,42.9,39.5,46.4,39.5 - 46.4,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Rhode Island,Rhode Island,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,44.2,38.9,49.6,38.9 - 49.6,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Carolina,South Carolina,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,44.6,39.7,49.6,39.7 - 49.6,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,South Dakota,South Dakota,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,45.5,39.3,51.9,39.3 - 51.9,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Tennessee,Tennessee,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,42.9,38.6,47.2,38.6 - 47.2,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Texas,Texas,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,40.6,37.2,44.0,37.2 - 44.0,33.2 - 42.1
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Utah,Utah,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,43.3,39.2,47.4,39.2 - 47.4,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Vermont,Vermont,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,48.5,43.8,53.2,43.8 - 53.2,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Virginia,Virginia,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,47.0,43.3,50.8,43.3 - 50.8,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Washington,Washington,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,47.7,44.7,50.8,44.7 - 50.8,46.0 - 49.2
"Delayed or Did Not Get Care, Last 4 Weeks",By State,West Virginia,West Virginia,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,43.7,38.4,49.0,38.4 - 49.0,42.2 - 43.7
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wisconsin,Wisconsin,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,45.3,41.7,49.0,41.7 - 49.0,43.8 - 45.9
"Delayed or Did Not Get Care, Last 4 Weeks",By State,Wyoming,Wyoming,1,1,Apr 23 - May 5,04/23/2020 12:00:00 AM,05/05/2020 12:00:00 AM,39.3,34.3,44.5,34.3 - 44.5,33.2 - 42.1
"Delayed Medical Care, Last 4 Weeks",National Estimate,United States,United States,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,41.1,40.0,42.2,40.0 - 42.2,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,18 - 29 years,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,38.3,34.4,42.4,34.4 - 42.4,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,30 - 39 years,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,41.2,39.1,43.3,39.1 - 43.3,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,40 - 49 years,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,42.3,40.3,44.4,40.3 - 44.4,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,50 - 59 years,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,43.7,41.6,45.8,41.6 - 45.8,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,60 - 69 years,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,40.2,37.6,42.9,37.6 - 42.9,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,70 - 79 years,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,38.2,35.7,40.9,35.7 - 40.9,
"Delayed Medical Care, Last 4 Weeks",By Age,United States,80 years and above,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,43.9,38.4,49.5,38.4 - 49.5,
"Delayed Medical Care, Last 4 Weeks",By Sex,United States,Male,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,37.7,35.9,39.5,35.9 - 39.5,
"Delayed Medical Care, Last 4 Weeks",By Sex,United States,Female,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,44.3,43.2,45.5,43.2 - 45.5,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,Hispanic or Latino,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,35.1,31.0,39.4,31.0 - 39.4,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic white, single race",1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,42.9,42.0,43.8,42.0 - 43.8,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic black, single race",1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,40.6,36.9,44.3,36.9 - 44.3,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic Asian, single race",1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,32.2,27.3,37.5,27.3 - 37.5,
"Delayed Medical Care, Last 4 Weeks",By Race/Hispanic ethnicity,United States,"Non-Hispanic, other races and multiple races",1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,51.0,45.7,56.3,45.7 - 56.3,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,Less than a high school diploma,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,30.5,24.8,36.7,24.8 - 36.7,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,High school diploma or GED,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,36.6,34.4,38.9,34.4 - 38.9,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,Some college/Associate's degree,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,43.8,42.0,45.7,42.0 - 45.7,
"Delayed Medical Care, Last 4 Weeks",By Education,United States,Bachelor's degree or higher,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,45.0,43.9,46.1,43.9 - 46.1,
"Delayed Medical Care, Last 4 Weeks",By State,Alabama,Alabama,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,38.5,29.7,48.0,29.7 - 48.0,36.2 - 39.1
"Delayed Medical Care, Last 4 Weeks",By State,Alaska,Alaska,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,45.0,39.2,50.9,39.2 - 50.9,44.4 - 52.6
"Delayed Medical Care, Last 4 Weeks",By State,Arizona,Arizona,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,46.6,40.1,53.1,40.1 - 53.1,44.4 - 52.6
"Delayed Medical Care, Last 4 Weeks",By State,Arkansas,Arkansas,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,40.8,33.3,48.7,33.3 - 48.7,39.2 - 41.5
"Delayed Medical Care, Last 4 Weeks",By State,California,California,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,38.3,34.4,42.3,34.4 - 42.3,36.2 - 39.1
"Delayed Medical Care, Last 4 Weeks",By State,Colorado,Colorado,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,41.6,34.8,48.6,34.8 - 48.6,41.6 - 44.3
"Delayed Medical Care, Last 4 Weeks",By State,Connecticut,Connecticut,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,40.5,32.4,49.1,32.4 - 49.1,39.2 - 41.5
"Delayed Medical Care, Last 4 Weeks",By State,Delaware,Delaware,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,37.0,31.2,43.1,31.2 - 43.1,36.2 - 39.1
"Delayed Medical Care, Last 4 Weeks",By State,District of Columbia,District of Columbia,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,42.1,34.0,50.5,34.0 - 50.5,41.6 - 44.3
"Delayed Medical Care, Last 4 Weeks",By State,Florida,Florida,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,38.5,33.2,43.9,33.2 - 43.9,36.2 - 39.1
"Delayed Medical Care, Last 4 Weeks",By State,Georgia,Georgia,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,45.1,38.8,51.6,38.8 - 51.6,44.4 - 52.6
"Delayed Medical Care, Last 4 Weeks",By State,Hawaii,Hawaii,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,41.0,32.6,49.8,32.6 - 49.8,39.2 - 41.5
"Delayed Medical Care, Last 4 Weeks",By State,Idaho,Idaho,1,2,May 7 - May 12,05/07/2020 12:00:00 AM,05/12/2020 12:00:00 AM,36.5,31.3,42.0,31.3 - 42.0,36.2 - 39.1
